name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Gimme! Coffee,63,106693739,,yes,cafe,,,"POLYGON ((-76.5065141 42.4394005, -76.5065233 42.4396324, -76.5063831 42.4396355, -76.5063742 42.439414, -76.5063738 42.4394036, -76.5063947 42.4394031, -76.5064766 42.4394013, -76.5065141 42.4394005))",POINT (-76.5064486 42.439518),297.3,3200.5
,64,106705172,,house,,,,"POLYGON ((-76.501406 42.4400602, -76.5012926 42.4400636, -76.5012881 42.439981, -76.5014014 42.4399776, -76.5014021 42.4399911, -76.501406 42.4400602))",POINT (-76.501347 42.4400206),85.6,921.6
,65,106705175,,yes,,,,"POLYGON ((-76.4952631 42.4546106, -76.4951531 42.4546944, -76.4948559 42.4544821, -76.4948822 42.4544605, -76.4949659 42.4543983, -76.4952631 42.4546106))",POINT (-76.4950592 42.4545462),441.4,4751.1
,66,106705179,,yes,,,,"POLYGON ((-76.4949923 42.4543767, -76.4949659 42.4543983, -76.4948822 42.4544605, -76.4945851 42.4542482, -76.4946951 42.4541644, -76.4949923 42.4543767))",POINT (-76.494789 42.4543126),441.4,4751.4
,67,106705184,,yes,,,,"POLYGON ((-76.5064541 42.4396742, -76.5064562 42.43974, -76.5063 42.4397427, -76.5062979 42.439677, -76.5064541 42.4396742))",POINT (-76.5063771 42.4397085),93.8,1010.1
,68,106705188,,government,,,,"POLYGON ((-76.5016386 42.4399423, -76.5016099 42.4399432, -76.5015621 42.4399446, -76.5014484 42.4399481, -76.5014256 42.4395528, -76.5016185 42.4395476, -76.5016386 42.4399423))",POINT (-76.5015327 42.4397472),692.0,7448.9
Town of Ithaca Town Hall,69,107384128,,government,townhall,,,"POLYGON ((-76.4967436 42.4412523, -76.4965272 42.4412591, -76.4965265 42.4412458, -76.4965124 42.4410005, -76.4967288 42.4409938, -76.4967436 42.4412523))",POINT (-76.496628 42.4411264),511.8,5508.8
Downtown Post Office,70,107384129,,government,post_office,,,"POLYGON ((-76.4965124 42.4410005, -76.4965075 42.4409139, -76.4962275 42.4409226, -76.4962465 42.4412546, -76.4965265 42.4412458, -76.4965124 42.4410005))",POINT (-76.496377 42.4410842),850.2,9151.7
Rockefeller Hall,71,107384398,,university,,,,"POLYGON ((-76.4820945 42.4487609, -76.4821042 42.4489359, -76.4819667 42.4489401, -76.4819673 42.4489513, -76.4819679 42.4489621, -76.4820044 42.448961, -76.4820239 42.4493126, -76.4819881 42.4493136, -76.4819886 42.4493217, -76.4819892 42.4493321, -76.4821255 42.4493279, -76.482135 42.4494986, -76.481555 42.4495165, -76.4815528 42.4494969, -76.4815464 42.4493707, -76.4815464 42.4493471, -76.4815586 42.4493469, -76.4815855 42.4493464, -76.4817775 42.4493406, -76.4817578 42.4489878, -76.481545 42.4489943, -76.481494 42.4489958, -76.4814872 42.4488747, -76.4814825 42.4487909, -76.4817449 42.4487829, -76.4817442 42.4487704, -76.4818553 42.448767, -76.481854 42.4487429, -76.4819817 42.448739, -76.4819831 42.4487643, -76.4820945 42.4487609))",POINT (-76.4818345 42.4491255),2860.9,30794.0
Hollister Hall;DeFrees Laboratory,72,107457228,,university,,,,"POLYGON ((-76.4842974 42.4439135, -76.4849059 42.4439014, -76.4849126 42.444083, -76.4847478 42.4440863, -76.4847505 42.4441614, -76.4847739 42.4441609, -76.4847748 42.4441856, -76.4847755 42.4442058, -76.4847936 42.4446986, -76.4846587 42.4446982, -76.4845951 42.4447025, -76.4845772 42.4442149, -76.484576 42.4441816, -76.4846116 42.4441809, -76.4846155 42.4441773, -76.4846067 42.4440454, -76.4843024 42.4440515, -76.4842974 42.4439135))",POINT (-76.4846576 42.4442153),1948.9,20978.0
Carpenter Hall,73,107457238,,university,,,,"POLYGON ((-76.4841897 42.4449492, -76.4839365 42.4449513, -76.483936 42.4449135, -76.4838059 42.4449146, -76.4838047 42.4448364, -76.4838665 42.4448359, -76.4838641 42.4446821, -76.4839321 42.4446816, -76.4839295 42.4445082, -76.4841242 42.4445066, -76.4841266 42.4446646, -76.4841998 42.444664, -76.4844985 42.4446615, -76.4845005 42.4447941, -76.4845014 42.4448523, -76.4841883 42.4448549, -76.4841897 42.4449492))",POINT (-76.4841276 42.4447554),1674.6,18024.9
Helen Newman Hall,74,107457257,,yes,,sports_centre,,"POLYGON ((-76.4778874 42.4531166, -76.4773509 42.4531166, -76.4768235 42.4531166, -76.4768235 42.4527946, -76.4778874 42.4527946, -76.4778874 42.4531166))",POINT (-76.4773554 42.4529556),3127.8,33667.7
Barton Hall,75,107457269,,university,,,,"POLYGON ((-76.4799644 42.445644, -76.4799727 42.4462629, -76.4813767 42.4462526, -76.481377 42.4462802, -76.4815136 42.4462792, -76.4815117 42.4461397, -76.4814519 42.4461402, -76.4814463 42.4457332, -76.4814942 42.4457329, -76.4814923 42.4455943, -76.4812256 42.4455963, -76.4812262 42.4456348, -76.4806247 42.4456392, -76.4799644 42.445644))",POINT (-76.4807283 42.4459461),8601.0,92580.8
Uris Hall,76,107457278,,university,,,,"POLYGON ((-76.4824953 42.4473979, -76.4822126 42.4474065, -76.4819319 42.4474142, -76.4819256 42.4473041, -76.4819076 42.4469901, -76.4821825 42.4469813, -76.4824715 42.4469725, -76.4824953 42.4473979))",POINT (-76.4822017 42.4471937),2191.5,23588.6
,77,107495956,,industrial,,,,"POLYGON ((-76.507662 42.4498909, -76.5079366 42.4499793, -76.507951 42.449955, -76.5080144 42.4499755, -76.5080006 42.4499988, -76.5081618 42.4500507, -76.5082005 42.4499853, -76.5083246 42.4500253, -76.508288 42.4500872, -76.5084762 42.4501478, -76.5083595 42.4503453, -76.5082918 42.4503235, -76.5082798 42.4503439, -76.5083041 42.4503517, -76.5082347 42.4504698, -76.5081943 42.4504568, -76.5082398 42.4503793, -76.5081461 42.4503493, -76.5081101 42.4504107, -76.508133 42.450418, -76.5080996 42.450475, -76.5080789 42.4504684, -76.5079337 42.4507168, -76.5079903 42.4507348, -76.5080041 42.4507605, -76.5080479 42.4507636, -76.5080861 42.4507822, -76.5081126 42.4508037, -76.5081257 42.4508338, -76.5081229 42.4508693, -76.508109 42.450894, -76.5080859 42.4509136, -76.5080481 42.450929, -76.5080112 42.4509337, -76.5079718 42.4509282, -76.5079419 42.4509162, -76.5079171 42.4508981, -76.5078942 42.4509412, -76.5079362 42.4509439, -76.5079705 42.4509548, -76.507997 42.4509753, -76.5080151 42.4510019, -76.5080193 42.451032, -76.5080111 42.4510608, -76.5079862 42.4510864, -76.5079527 42.451104, -76.5079185 42.451111, -76.5078819 42.4511105, -76.5078485 42.4511006, -76.5078217 42.4510845, -76.5078024 42.4510547, -76.5077515 42.4510727, -76.5076082 42.4510269, -76.5075791 42.4510765, -76.5071432 42.4509373, -76.5071741 42.4508846, -76.5070925 42.4508585, -76.5071989 42.4506772, -76.5071606 42.450665, -76.5071414 42.4506977, -76.5071019 42.4507198, -76.5070546 42.4507316, -76.5070017 42.4507327, -76.5069377 42.4507127, -76.5069022 42.4506891, -76.5068775 42.450662, -76.5068604 42.4506283, -76.5068283 42.4506309, -76.5067404 42.4506019, -76.5067294 42.4505886, -76.5066894 42.4506019, -76.5066432 42.4506083, -76.5065875 42.4506034, -76.5065405 42.450585, -76.5065041 42.450558, -76.506478 42.4505171, -76.5064847 42.4504406, -76.5065184 42.4504075, -76.5065561 42.4503866, -76.5066116 42.4503693, -76.5066733 42.4503709, -76.5067331 42.4503867, -76.5067671 42.4504146, -76.5068128 42.4503936, -76.5068803 42.4504153, -76.5070352 42.4501535, -76.5072283 42.4502157, -76.5073763 42.4499655, -76.5075792 42.4500308, -76.507662 42.4498909))",POINT (-76.5075579 42.4504816),11491.6,123694.1
TCAT Garage,78,107495957,,transportation,,,,"POLYGON ((-76.5054358 42.4527606, -76.5047458 42.4530693, -76.5051002 42.4535005, -76.5051786 42.4535959, -76.5059688 42.4532424, -76.5059018 42.4531609, -76.5058049 42.4532042, -76.50577 42.4531617, -76.5057132 42.4530926, -76.5058138 42.4530476, -76.5056421 42.4528388, -76.5055383 42.4528853, -76.5054358 42.4527606))",POINT (-76.5053399 42.4531675),4914.9,52904.0
Crescent Lot,79,107637337,,,parking,,,"POLYGON ((-76.4759374 42.4450127, -76.4761132 42.444809, -76.4762411 42.4446626, -76.4763437 42.4445549, -76.4765597 42.4443516, -76.4767805 42.4441129, -76.4772559 42.4440821, -76.4772752 42.4443073, -76.4773346 42.4444501, -76.4774328 42.4445965, -76.4774854 42.4446491, -76.4774688 42.4447255, -76.4774718 42.444782, -76.4771907 42.4448056, -76.4772289 42.4451382, -76.4765697 42.4451735, -76.4765623 42.4451283, -76.476443 42.4451342, -76.4763182 42.4451421, -76.4761707 42.4451105, -76.4759736 42.4450224, -76.4759374 42.4450127))",POINT (-76.4767896 42.4446906),9434.2,101549.0
,80,107643098,,,parking,,,"POLYGON ((-76.509066 42.4347658, -76.5090087 42.4347673, -76.5090193 42.434992, -76.5091491 42.4349886, -76.5091568 42.4351528, -76.5086316 42.4351663, -76.5086285 42.4351001, -76.5086191 42.434901, -76.5085665 42.4349024, -76.5085535 42.4346262, -76.5083246 42.4346327, -76.5083653 42.4355178, -76.5083655 42.435558, -76.5083983 42.4355966, -76.508447 42.4356025, -76.5085541 42.4356033, -76.5086935 42.4356083, -76.5088463 42.4356287, -76.5089347 42.435654, -76.5090722 42.435701, -76.5092579 42.4358016, -76.5093391 42.4358491, -76.509387 42.4358677, -76.5094336 42.4358284, -76.5094743 42.4358028, -76.5095011 42.4357698, -76.5094584 42.4346005, -76.5090588 42.4346118, -76.509066 42.4347658))",POINT (-76.508972 42.4352284),8709.0,93742.7
Walmart Supercenter,81,107643102,,retail,,,,"POLYGON ((-76.5133661 42.4283606, -76.5133584 42.4282236, -76.5132558 42.4282267, -76.5132484 42.4280956, -76.5132225 42.4280964, -76.5132158 42.4279766, -76.5132709 42.4279749, -76.5132636 42.4278445, -76.5133486 42.4278419, -76.5133334 42.4275693, -76.5132645 42.4275714, -76.5132604 42.427498, -76.513227 42.427499, -76.5132202 42.4273786, -76.5132524 42.4273777, -76.5132489 42.4273154, -76.5135069 42.4273075, -76.5134927 42.4270533, -76.5135855 42.4270506, -76.5135739 42.4268369, -76.5138027 42.4268298, -76.5138145 42.4270396, -76.514195 42.427028, -76.514177 42.4267072, -76.5143789 42.426701, -76.5143916 42.4269262, -76.5144402 42.4269248, -76.5144455 42.4270179, -76.5146314 42.4270122, -76.5147213 42.4270095, -76.5147424 42.4273888, -76.5146754 42.4273908, -76.5147159 42.4281187, -76.5147834 42.4281166, -76.5147977 42.4283729, -76.5147117 42.4283755, -76.5143742 42.4283857, -76.5143711 42.4283312, -76.5135602 42.4283558, -76.5135637 42.4284188, -76.513465 42.4284218, -76.5134614 42.4283577, -76.5133661 42.4283606))",POINT (-76.5140281 42.4276659),17993.2,193677.1
,82,107643104,,,parking,,,"POLYGON ((-76.462133 42.4370301, -76.4621197 42.4370585, -76.4621144 42.4370851, -76.462112 42.4371118, -76.4621179 42.4373154, -76.462217 42.4376269, -76.4623635 42.4376225, -76.46258 42.4376161, -76.4628035 42.4376095, -76.4628871 42.437607, -76.464798 42.4375772, -76.4647973 42.437493, -76.4647965 42.437389, -76.464716 42.4370527, -76.4646939 42.437021, -76.4646763 42.4370008, -76.4646507 42.4369864, -76.4646126 42.4369759, -76.4644902 42.4369548, -76.4643726 42.436944, -76.4642826 42.4369377, -76.4641992 42.4369356, -76.4638805 42.4369466, -76.4636615 42.4369541, -76.4634366 42.4369618, -76.4633217 42.4369658, -76.4632143 42.4369665, -76.4631568 42.4369669, -76.4624163 42.4369634, -76.4623428 42.4369602, -76.4622982 42.4369602, -76.4622551 42.4369634, -76.4622173 42.4369712, -76.4621801 42.4369882, -76.462153 42.4370097, -76.462133 42.4370301))",POINT (-76.4634417 42.4372799),15308.5,164778.7
,83,107643105,,yes,,,,"POLYGON ((-76.4649492 42.4376372, -76.4646724 42.4376005, -76.4640405 42.437634, -76.4635712 42.437659, -76.462101 42.4377371, -76.4621246 42.4381819, -76.463247 42.4381223, -76.463238 42.4379522, -76.4637538 42.4379248, -76.4637628 42.4380942, -76.4641086 42.4380758, -76.4648996 42.4380583, -76.4651351 42.4379742, -76.4649492 42.4376372))",POINT (-76.4635803 42.4378767),11117.5,119667.8
Green Street Parking Garage,84,107643107,,parking,parking,,,"POLYGON ((-76.4965293 42.4390923, -76.4965127 42.4388019, -76.4973436 42.4387761, -76.4973602 42.4390665, -76.4965293 42.4390923))",POINT (-76.4969364 42.4389342),2207.5,23761.3
,85,107643108,,retail,,,,"POLYGON ((-76.5134285 42.4294678, -76.5143385 42.429445, -76.5143353 42.429375, -76.5142348 42.429355, -76.5142261 42.4291706, -76.5142883 42.429169, -76.5142793 42.4289798, -76.5134055 42.4290024, -76.5134071 42.4290374, -76.5133482 42.4290389, -76.5133535 42.4291521, -76.51341 42.4291507, -76.5134116 42.4291862, -76.5133582 42.4291875, -76.5133681 42.4294018, -76.5134254 42.4294003, -76.5134285 42.4294678))",POINT (-76.513824 42.4292239),3809.6,41006.4
,86,107643111,,,,pitch,,"POLYGON ((-76.4730035 42.4461489, -76.4728735 42.4462365, -76.4723543 42.4462395, -76.4722429 42.4462863, -76.4722467 42.4472241, -76.4732985 42.4472255, -76.4730089 42.4468705, -76.4730035 42.4461489))",POINT (-76.4726603 42.4467531),7368.5,79313.9
,87,107643112,,,,park,,"POLYGON ((-76.513324 42.428548, -76.5144462 42.4285138, -76.5144493 42.4289013, -76.5144212 42.4289455, -76.5143675 42.4289613, -76.5142806 42.4289666, -76.513358 42.4289913, -76.513324 42.428548))",POINT (-76.5138934 42.428752),4496.5,48399.9
Peterson Lot,88,107643120,,,parking,,,"POLYGON ((-76.4700015 42.4477354, -76.4701424 42.4481529, -76.470213 42.4481524, -76.4702189 42.4482177, -76.470497 42.4482196, -76.4705037 42.4481547, -76.4705779 42.4481633, -76.4708821 42.4477145, -76.4708116 42.4476891, -76.4707145 42.4476764, -76.4704894 42.4476681, -76.4700817 42.4476669, -76.4700822 42.4477176, -76.4700581 42.4477341, -76.4700015 42.4477354))",POINT (-76.4704074 42.4479049),3121.9,33604.3
,89,107643122,,,parking,,,"POLYGON ((-76.5112982 42.4332694, -76.5113985 42.4351451, -76.509706 42.4351828, -76.5096564 42.4341392, -76.5097227 42.4341371, -76.5097172 42.4338919, -76.5097442 42.433866, -76.5097829 42.4338475, -76.5109078 42.4338119, -76.5108858 42.4332783, -76.5112982 42.4332694))",POINT (-76.5105798 42.4344138),22492.3,242105.2
,90,107643124,,,,pitch,,"POLYGON ((-76.4802437 42.4427127, -76.4801093 42.4427072, -76.4801255 42.4424907, -76.48026 42.4424962, -76.4802437 42.4427127))",POINT (-76.4801846 42.4426017),266.6,2870.0
,91,107643126,,,parking,,,"POLYGON ((-76.5096424 42.4332368, -76.508816 42.4332557, -76.5088078 42.4330966, -76.5087403 42.4330977, -76.5087389 42.4329548, -76.508905 42.4329448, -76.5089021 42.4329041, -76.5088309 42.4326015, -76.5087759 42.4315973, -76.509642 42.4315767, -76.5096465 42.4321145, -76.5097036 42.4325106, -76.5097093 42.4326539, -76.5096879 42.4331168, -76.5096402 42.4331173, -76.5096424 42.4332368))",POINT (-76.5092419 42.4324186),13023.2,140179.9
Super 8 Ithaca,92,107649593,,hotel,,,,"POLYGON ((-76.5092834 42.4361925, -76.5091826 42.4362822, -76.5091587 42.4362677, -76.5091344 42.4362893, -76.5085041 42.4359039, -76.5085245 42.4358857, -76.5084956 42.435868, -76.5085764 42.435796, -76.5086029 42.4358122, -76.5086249 42.4357927, -76.5087952 42.4358969, -76.5088041 42.435889, -76.5090974 42.4360686, -76.5090906 42.4360746, -76.5092834 42.4361925))",POINT (-76.5088843 42.4360399),1170.7,12601.6
Finger Lakes ReUse Center,93,107649599,,retail,,,,"POLYGON ((-76.5053378 42.4304634, -76.5048235 42.4304785, -76.5048054 42.430144, -76.5053198 42.4301289, -76.5053378 42.4304634))",POINT (-76.5050716 42.4303037),1573.9,16941.6
Ithaca Shopping Plaza,94,107649600,,retail,,,,"POLYGON ((-76.5075376 42.4297558, -76.5062461 42.4297868, -76.5059953 42.4297928, -76.5060041 42.4299917, -76.5066037 42.4299773, -76.5066144 42.4302207, -76.5069666 42.4302122, -76.5069617 42.4301011, -76.5073208 42.4300924, -76.5073147 42.4299535, -76.5074221 42.4299509, -76.5074239 42.4299924, -76.5075479 42.4299895, -76.5075376 42.4297558))",POINT (-76.5068189 42.4299341),4055.1,43648.9
,95,107869105,,,,pitch,,"POLYGON ((-76.4769311 42.447269, -76.4765549 42.4472674, -76.4761113 42.4472655, -76.4761378 42.4461748, -76.4769733 42.4461713, -76.4769311 42.447269))",POINT (-76.4765389 42.4467184),8269.4,89011.3
Andrew Dickson White House,96,107869106,,yes,,,,"POLYGON ((-76.4821 42.4481875, -76.4820581 42.4481892, -76.4820566 42.4481497, -76.4820115 42.4481515, -76.4820105 42.4481263, -76.4820604 42.4481244, -76.4820572 42.4480436, -76.481876 42.4480508, -76.4818797 42.4481456, -76.4819253 42.4481438, -76.4819276 42.4482018, -76.4818409 42.4482052, -76.4818451 42.4483106, -76.4818139 42.4483119, -76.4818161 42.4483697, -76.481774 42.4483714, -76.4817763 42.4484304, -76.4819798 42.4484224, -76.4819772 42.4483547, -76.4820186 42.4483531, -76.4820178 42.4483325, -76.4821056 42.448329, -76.4821 42.4481875))",POINT (-76.4819524 42.4482478),705.4,7592.5
Newman Laboratory,97,107869111,,university,,,,"POLYGON ((-76.480662 42.4501492, -76.4801355 42.4501663, -76.4801361 42.4501758, -76.4800574 42.4501784, -76.4800615 42.4502466, -76.4801083 42.4502451, -76.4801116 42.4502998, -76.4801527 42.4502985, -76.480152 42.4502871, -76.4806278 42.4502717, -76.4806285 42.4502833, -76.4806699 42.450282, -76.480662 42.4501492))",POINT (-76.4803741 42.4502196),653.8,7037.7
Goldwin Smith Hall,98,107869114,,university,,,,"POLYGON ((-76.4830828 42.4496259, -76.483064 42.4494769, -76.4834066 42.4494622, -76.4833946 42.4491818, -76.4833093 42.4491782, -76.4832388 42.449133, -76.4832134 42.4490769, -76.483237 42.4490064, -76.483293 42.4489684, -76.483385 42.4489592, -76.4833746 42.4487166, -76.4830626 42.4487299, -76.4830551 42.4485545, -76.4834501 42.4485421, -76.4836873 42.4485274, -76.4836966 42.4487447, -76.4836423 42.448747, -76.483653 42.4489957, -76.4837358 42.4489932, -76.4837415 42.4490617, -76.4837425 42.4491463, -76.483654 42.4491478, -76.4836648 42.4494015, -76.4837355 42.4493985, -76.4837439 42.4495943, -76.4834791 42.4496057, -76.4830828 42.4496259))",POINT (-76.4834543 42.449071),4155.9,44734.0
Physical Sciences Building,99,107869120,,university,,,,"POLYGON ((-76.4821074 42.449632, -76.4821088 42.4496577, -76.4821341 42.4496569, -76.4821355 42.4496837, -76.4821369 42.4497091, -76.4821105 42.4497103, -76.4821117 42.4497477, -76.4821238 42.4499923, -76.4818446 42.4500001, -76.481847 42.4500447, -76.4814748 42.4500558, -76.4814527 42.4496516, -76.4817785 42.4496418, -76.4820069 42.449635, -76.4821074 42.449632))",POINT (-76.4817822 42.4498344),2311.7,24882.5
O/SC,100,107869126,,,parking,,,"POLYGON ((-76.4667835 42.4457441, -76.4662094 42.4459429, -76.4663552 42.4462211, -76.4667659 42.4466053, -76.4670838 42.4464022, -76.467022 42.4463447, -76.4671766 42.4462388, -76.4669602 42.4459959, -76.4667835 42.4457441))",POINT (-76.4667029 42.4461547),4120.5,44352.6
Space Sciences Building,101,107869129,,university,,,,"POLYGON ((-76.4813079 42.4489632, -76.4812679 42.4489642, -76.4812697 42.4490025, -76.4809358 42.4490108, -76.4809341 42.448975, -76.4808792 42.4489764, -76.4808725 42.4488326, -76.4809279 42.4488312, -76.480926 42.4487911, -76.481257 42.4487828, -76.4812587 42.4488204, -76.4813013 42.4488193, -76.4813079 42.4489632))",POINT (-76.4810922 42.4488972),794.5,8552.3
Marsha Dodson Field,102,107869154,,,,pitch,,"POLYGON ((-76.475351 42.447255, -76.4745897 42.4472589, -76.4744717 42.4472584, -76.4744669 42.4461818, -76.4753682 42.4461737, -76.475351 42.447255))",POINT (-76.4749147 42.4467152),8774.9,94452.2
Robinson Alumni Fields;Robison Alumni Fields,103,107869166,,,,pitch,,"POLYGON ((-76.4761113 42.4472655, -76.475351 42.447255, -76.4753682 42.4461737, -76.4761378 42.4461748, -76.4761113 42.4472655))",POINT (-76.4757427 42.4467162),7586.8,81663.8
Bailey Hall,104,107869173,,university,theatre,,,"POLYGON ((-76.4798347 42.4494384, -76.4799275 42.4494368, -76.4799277 42.4494572, -76.4799281 42.4495058, -76.4802367 42.4495043, -76.4803111 42.449514, -76.4803105 42.4494362, -76.4804031 42.4494359, -76.4804036 42.4493684, -76.4803957 42.4493683, -76.480396 42.4492379, -76.4803859 42.4492038, -76.4803634 42.449166, -76.4803584 42.4491602, -76.4803362 42.4491345, -76.4803024 42.4491061, -76.4802691 42.4490872, -76.4802457 42.4490803, -76.4802453 42.4490732, -76.4802535 42.4490729, -76.4802542 42.4490494, -76.4802542 42.4490135, -76.4802436 42.4490135, -76.4799908 42.4490151, -76.4799744 42.4490152, -76.4799742 42.4490722, -76.4799873 42.4490723, -76.479987 42.4490799, -76.4799429 42.4491015, -76.4799158 42.4491218, -76.4799003 42.4491334, -76.4798886 42.4491463, -76.4798663 42.4491722, -76.4798494 42.4492029, -76.4798408 42.4492374, -76.4798429 42.449372, -76.4798352 42.4493724, -76.4798348 42.4494224, -76.4798347 42.4494384))",POINT (-76.4801184 42.4492758),2083.9,22430.5
Big Red Barn,105,107869176,,university,pub,,,"POLYGON ((-76.4811036 42.4483582, -76.4809654 42.4483663, -76.480975 42.4484556, -76.4807931 42.4484662, -76.4807994 42.448525, -76.4809269 42.4485176, -76.4809317 42.448562, -76.4811243 42.4485507, -76.4811036 42.4483582))",POINT (-76.480997 42.4484719),365.0,3928.4
Gun Hill Residence Parking,106,108049270,,,parking,,,"POLYGON ((-76.4937691 42.4511371, -76.4940524 42.4511349, -76.4940604 42.4512009, -76.4940431 42.451451, -76.4940057 42.4515501, -76.4939189 42.4517571, -76.4938705 42.4518486, -76.4938137 42.4519016, -76.4937808 42.4519247, -76.4937449 42.4519348, -76.4936968 42.4519459, -76.4936459 42.4519466, -76.4933376 42.4519346, -76.4933433 42.4511802, -76.4935226 42.4511551, -76.4936034 42.4511536, -76.4936054 42.451141, -76.4936701 42.451139, -76.4937691 42.4511371))",POINT (-76.4936692 42.451517),4637.0,49912.6
,107,108057924,,,parking,,,"POLYGON ((-76.4994489 42.4567847, -76.4985757 42.4568198, -76.4985591 42.4565308, -76.498649 42.4563566, -76.4986269 42.456083, -76.4987254 42.4560202, -76.4987227 42.4559589, -76.4996842 42.4559243, -76.4996943 42.4560875, -76.4997016 42.4562061, -76.4997046 42.4562552, -76.4997078 42.4563058, -76.4997327 42.4567096, -76.4994443 42.4567209, -76.4994489 42.4567847))",POINT (-76.4991532 42.4563753),8355.6,89939.3
,108,108057927,,,parking,,,"POLYGON ((-76.4958981 42.4540742, -76.495272 42.4539591, -76.4952029 42.4538516, -76.4950494 42.4535713, -76.4950633 42.4535311, -76.4959817 42.4537171, -76.495999 42.4539372, -76.4960047 42.4540604, -76.4958981 42.4540742))",POINT (-76.4955627 42.4538132),2932.9,31569.3
